issuerName,issuerTradingSymbol:ID(Company),form,sector,marketCap:double,:LABEL
M III Acquisition Corp.,MIIIU,Form 4,unknown,,Company
DIGITAL ALLY INC,DGLY,Form 4,Technology,42011750.56,Company
EDWARDS LIFESCIENCES CORP,EW,Form 4,Health Care,36963707592.39,Company
WSFS FINANCIAL CORP,WSFS,Form 4,Finance,2282296309.92,Company
Michael Kors Holdings Ltd,KORS,Form 4,unknown,,Company
KAISER ALUMINUM CORP,KLUCQ,Form 4,unknown,,Company
Xencor Inc,XNCR,Form 4,Health Care,1648234708.32,Company
"ROYCE GLOBAL VALUE TRUST, INC.",RGT,Form 4,unknown,,Company
CKX Lands Inc,CKX,Form 4,Energy,20318497.7,Company
Guggenheim Credit Allocation Fund,GGM,Form 4,unknown,,Company
UNITED COMMUNITY BANKS INC,UCBI,Form 4,Finance,2089984939.2,Company
SANTA FE FINANCIAL CORP,SFEF,Form 4,unknown,,Company
CoreSite Realty Corp,COR,Form 4,Consumer Services,3785767302.83,Company
JP Energy Partners LP,JPEP,Form 4,unknown,,Company
DEPOMED INC,DMI,Form 4,unknown,,Company
CARRIAGE SERVICES INC,CSV,Form 4,Consumer Services,365482279.8,Company
OVERSTOCK COM INC,OSTK,Form 4,Consumer Services,682139499.3,Company
MCKESSON CORP,MCK,Form 4,Health Care,22533714701.84,Company
CVB FINANCIAL CORP,CVBF,Form 4,Finance,3048612310.26,Company
BIOLASE TECHNOLOGY INC,BLTI,Form 4,unknown,,Company
SOUTHSIDE BANCSHARES INC,SBSI,Form 4,Finance,1154549857.24,Company
SPECTRUM PHARMACEUTICALS INC,SPPI,Form 4,Health Care,1181571882.96,Company
"Everyday Health, Inc.",EVDY,Form 4,unknown,,Company
Addus HomeCare Corp,ADUS,Form 4,Health Care,827947019.55,Company
HEXCEL CORP /DE/,HXL,Form 4,Basic Industries,5866929517.68,Company
"AEROHIVE NETWORKS, INC",HIVE,Form 4,Technology,245264510.51,Company
BUNGE LTD,BG,Form 4,unknown,,Company
SERVICEMASTER GLOBAL HOLDINGS INC,SERV,Form 4,Consumer Services,6572520630.48,Company
KMG CHEMICALS INC,KMGB,Form 4,unknown,,Company
"ServisFirst Bancshares, Inc.",[N/A],Form 4,unknown,,Company
PARKERVISION INC,PRKR,Form 4,unknown,,Company
CORTLAND BANCORP INC,CLDB,Form 4,Finance,108740165.0376,Company
NEW CENTURY BANCORP INC,NCBC,Form 4,unknown,,Company
Pacific Special Acquisition Corp.,PAACU,Form 4,unknown,,Company
MTS SYSTEMS CORP,MTSC,Form 4,Capital Goods,952588885.61,Company
TETRA TECHNOLOGIES INC,TTI,Form 4,Energy,297740893.53,Company
HOPFED BANCORP INC,HFBC,Form 4,Finance,133249767.6,Company
ORTHODONTIX INC,ORTX,Form 4,Health Care,240265294.24,Company
TARGET CORP,TGT,Form 4,Consumer Services,39929774592.0,Company
Alcentra Capital Corp,ABDC,Form 4,unknown,,Company
SOURCE CAPITAL INC /DE/,SOR+,Form 4,unknown,,Company
FITBIT INC,FIT,Form 4,Technology,1496140447.84,Company
Erickson Air-Crane Inc,EAC,Form 4,unknown,,Company
CENTRAL VALLEY COMMUNITY BANCORP,CVCY,Form 4,Finance,273288749.83,Company
PANERA BREAD CO,PNRA,Form 4,unknown,,Company
HERITAGE COMMERCE CORP,HTBK,Form 4,Finance,563619525.0,Company
ARQULE INC,ARQL,Form 4,Health Care,560278694.18,Company
ICTS INTERNATIONAL N V,ICTS,Form 4,unknown,,Company
WATERS CORP /DE/,WAT,Form 4,Capital Goods,17258800443.94,Company
"Diversified Restaurant Holdings, Inc.",DFRH,Form 4,unknown,,Company
Brookdale Senior Living Inc.,BKD,Form 4,Health Care,1289403346.56,Company
MAXLINEAR INC,MXL,Form 4,Technology,1756322456.25,Company
"RE/MAX Holdings, Inc.",RMAX,Form 4,Finance,689048923.77,Company
KORN FERRY INTERNATIONAL,KFY,Form 4,Technology,2643277000.0,Company
"Triumph Bancorp, Inc.",TBK,Form 4,Finance,828546303.8,Company
"Photovoltaic Solar Cells, Inc.",PVSO,Form 4,unknown,,Company
"CB Financial Services, Inc.",CBFV,Form 4,Finance,133254049.17,Company
"THL Credit, Inc.",TCRD,Form 4,unknown,,Company
USA TECHNOLOGIES INC,USTT,Form 4,unknown,,Company
ARROW FINANCIAL CORP,AROW,Form 4,Finance,498572698.65,Company
QUAINT OAK BANCORP INC,QNTO,Form 4,unknown,,Company
DEBT STRATEGIES FUND,DSU,Form 4,unknown,,Company
VASCO DATA SECURITY INTERNATIONAL INC,VDSI,Form 4,unknown,,Company
EXAR CORP,EXAR,Form 4,unknown,,Company
"Coherus BioSciences, Inc.",CHRS,Form 4,Health Care,1027814007.36,Company
ALDER BIOPHARMACEUTICALS INC,ALDR,Form 4,Health Care,887755658.4,Company
JMP GROUP LLC,JMP,Form 4,Finance,86890262.64,Company
"Sensus Healthcare, Inc.",SRTS,Form 4,Health Care,124549323.53,Company
DIGITAL THEATER SYSTEMS INC,DTSI,Form 4,unknown,,Company
HUBSPOT INC,HUBS,Form 4,Technology,6608243996.4,Company
CROWN CASTLE INTERNATIONAL CORP,CCI,Form 4,Consumer Services,51950203433.82,Company
Fidelity & Guaranty Life,FGL,Form 4,unknown,,Company
"BELLICUM PHARMACEUTICALS, INC",BLCM,Form 4,Health Care,147861552.19,Company
REALITY INTERACTIVE INC,RLYI,Form 4,unknown,,Company
Services Acquisition Corp. International,SVI,Form 4,unknown,,Company
"Dominion Midstream Partners, LP",DM,Form 4,unknown,,Company
PLAINS ALL AMERICAN PIPELINE LP,PAA,Form 4,Energy,17619554087.5,Company
RAMBUS INC,RMBS,Form 4,Technology,1141016440.55,Company
TRANS ENERGY INC,TSRG,Form 4,unknown,,Company
Trio Merger Corp.,TMRGU,Form 4,unknown,,Company
MARTIN MARIETTA MATERIALS INC,MLM,Form 4,Basic Industries,11904256892.64,Company
ALLIANCE CAPITAL MANAGEMENT HOLDING LP,AC,Form 4,Finance,999844856.12,Company
BERRY PLASTICS GROUP INC,BERY,Form 4,unknown,,Company
C & F FINANCIAL CORP,CFFI,Form 4,Finance,182641779.18,Company
MERIDIAN BIOSCIENCE INC,VIVO,Form 4,Health Care,711269241.48,Company
LACLEDE GROUP INC,LG,Form 4,unknown,,Company
ARVINMERITOR INC,ARM,Form 4,unknown,,Company
DANA CORP,DCN,Form 4,unknown,,Company
IGUANA VENTURES LTD,IGVL,Form 4,unknown,,Company
MKS INSTRUMENTS INC,MKSI,Form 4,Capital Goods,4322810625.76,Company
SILICON VALLEY BANCSHARES,SIVB,Form 4,Finance,12842457612.66,Company
QNB CORP,QNBC,Form 4,unknown,,Company
HANMI FINANCIAL CORP,HAFC,Form 4,Finance,667005852.93,Company
"Conifer Holdings, Inc.",CNFR,Form 4,Finance,34760628.2,Company
GILEAD SCIENCES INC,GILD,Form 4,Health Care,83864819188.5,Company
"Spectrum Brands Holdings, Inc.",SPB,Form 4,unknown,,Company
MICROSTRATEGY INC,MSTR,Form 4,Technology,1515850567.5,Company
FINANCIAL INSTITUTIONS INC,FISI,Form 4,Finance,466719700.0,Company
DIXIE GROUP INC,DXYN,Form 4,Consumer Durables,17943462.28,Company
DULUTH HOLDINGS INC.,DLTH,Form 4,Consumer Services,741169429.0,Company
SolarEdge Technologies Inc,SEDG,Form 4,Technology,1885483517.4,Company
MASONITE INTERNATIONAL CORP,DOOR,Form 4,Basic Industries,1350592544.04,Company
"Electromed, Inc.",ELMD,Form 4,Health Care,46951430.4,Company
ENCORE CAPITAL GROUP INC,(ECPG),Form 4,unknown,,Company
NOVAGOLD RESOURCES INC,NG,Form 4,Basic Industries,1413977783.4,Company
PNC FINANCIAL SERVICES GROUP INC,PNC,Form 4,Finance,58484262461.46,Company
LABOR READY INC,LRW,Form 4,unknown,,Company
TECKMINE INDUSTRIES INC.,TCKM,Form 4,unknown,,Company
Enhance Skin Products Inc,EHSK,Form 4,unknown,,Company
MAIL WELL INC,MWL,Form 4,unknown,,Company
ZIMMER HOLDINGS INC,ZMH,Form 4,unknown,,Company
TECH DATA CORP,TECD,Form 4,Technology,3776388569.83,Company
PJT Partners Inc.,PJT,Form 4,Finance,939483103.28,Company
SONIC AUTOMOTIVE INC,SAH,Form 4,Consumer Durables,616698830.36,Company
Fabrinet,FN,Form 4,Public Utilities,2072933460.29,Company
QUIDEL CORP /DE/,QDEL,Form 4,Health Care,2636615222.28,Company
COLUMBIA SPORTSWEAR CO,COLM,Form 4,unknown,,Company
SECOND SIGHT MEDICAL PRODUCTS INC,EYES,Form 4,Health Care,104462904.9971,Company
LANTRONIX INC,LTRX,Form 4,Technology,62863409.77,Company
ACCURAY INC,ARAY,Form 4,Health Care,402488297.78,Company
PEPSICO INC,PEP,Form 4,unknown,,Company
NOBLE ENERGY INC,NBL,Form 4,Energy,10866141198.36,Company
V F CORP,VFC,Form 4,unknown,,Company
HUNTINGTON BANCSHARES INC/MD,HBAN,Form 4,Finance,14629290746.4,Company
"Gushen, Inc",GSHN,Form 4,unknown,,Company
AFFORDABLE RESIDENTIAL COMMUNITIES INC,ARC,Form 4,Consumer Services,109655287.98,Company
BIODELIVERY SCIENCES INTERNATIONAL INC,BDSI,Form 4,Health Care,326595275.16,Company
NORTHROP GRUMMAN CORP /DE/,NOC,Form 4,Capital Goods,47383922454.12,Company
DEAN FOODS CO/,DF,Form 4,unknown,,Company
LANDAUER INC,LDR,Form 4,unknown,,Company
MEDIANET GROUP TECHNOLOGIES INC,MEDG,Form 4,unknown,,Company
WERNER ENTERPRISES INC,WERN,Form 4,Transportation,2476247023.26,Company
"Post Holdings, Inc.",POST,Form 4,unknown,,Company
"GREEN PLAINS RENEWABLE ENERGY, INC.",GPRE,Form 4,Basic Industries,664019967.54,Company
STORE CAPITAL Corp,STOR,Form 4,Consumer Services,7246740031.5,Company
REPLIDYNE INC,RDYN,Form 4,unknown,,Company
"Limelight Networks, Inc.",LLNW,Form 4,Miscellaneous,332455030.65,Company
NEPHROS INC,NEP,Form 4,Public Utilities,2599740925.6,Company
Allison Transmission Holdings Inc,ALSN,Form 4,Capital Goods,5843590251.91,Company
AMERISOURCEBERGEN CORP,ABC,Form 4,Health Care,16842862562.47,Company
TENNECO AUTOMOTIVE INC,TEN,Form 4,Capital Goods,2684428242.46,Company
"Financial Engines, Inc.",FNGN,Form 4,unknown,,Company
BRINKS CO,BCO,Form 4,Transportation,3801819077.7,Company
Koppers Holdings Inc.,KOP,Form 4,Basic Industries,526253333.84,Company
IDEXX LABORATORIES INC /DE,IDXX,Form 4,Health Care,18051909742.14,Company
ZAIS Financial Corp.,ZFC,Form 4,unknown,,Company
"DUNKIN' BRANDS GROUP, INC.",DNKN,Form 4,Consumer Services,5884519102.14,Company
CorMedix Inc.,CRMD,Form 4,Health Care,198971507.1,Company
AUDIOVOX CORP,VOXX,Form 4,unknown,,Company
NORTECH SYSTEMS INC,NSYS,Form 4,Capital Goods,12862430.472,Company
MERCURY COMPUTER SYSTEMS INC,MRCY,Form 4,Capital Goods,2900758493.56,Company
DryShips Inc.,DRYS,Form 4,Transportation,453548192.94,Company
PAVmed Inc.,PAVM,Form 4,Health Care,29857276.9,Company
LIQUIDMETAL TECHNOLOGIES,LQMT,Form 4,unknown,,Company
"GLORYWIN ENTERTAINMENT GROUP, INC.",GWIN,Form 4,unknown,,Company
KEMET CORP,KEM,Form 4,Capital Goods,1050564242.16,Company
SHERWIN WILLIAMS CO,SHW,Form 4,Consumer Services,39408722603.31,Company
AAR CORP,AIR,Form 4,Capital Goods,1194102000.0,Company
UNITED BANCORP INC /OH/,UBCP,Form 4,Finance,62024594.4,Company
BNC BANCORP,BNCN,Form 4,unknown,,Company
LANDMARK BANCORP INC,LARK,Form 4,Finance,108428476.8,Company
MANITOWOC CO INC,MTW,Form 4,Capital Goods,610594262.6,Company
"Interactive Intelligence Group, Inc.",ININ,Form 4,unknown,,Company
VALUEVISION MEDIA INC,VVTV,Form 4,unknown,,Company
"KEMPHARM, INC",KMPH,Form 4,Health Care,57408113.84,Company
CUTERA INC,CUTR,Form 4,Health Care,239284914.3,Company
DAVITA INC,DVA,Form 4,Health Care,8919040000.0,Company
CVENT INC,CVT,Form 4,unknown,,Company
"MIPSolutions, Inc.",MSOL,Form 4,unknown,,Company
SOUTHERN PERU COPPER CORP/,PCU,Form 4,unknown,,Company
ULTRATECH INC,UTEK,Form 4,unknown,,Company
ISOLAGEN INC,ILE,Form 4,unknown,,Company
THOR INDUSTRIES INC,THO,Form 4,unknown,,Company
"Corbus Pharmaceuticals Holdings, Inc.",CRBP,Form 4,Health Care,373253673.92,Company
SALOMON BROTHERS CAPITAL & INCOME FUND INC,SCD,Form 4,unknown,,Company
GRAINGER W W INC,GWW,Form 4,Consumer Services,16675370496.27,Company
WYNN RESORTS LTD,WYNN,Form 4,Consumer Services,12592269657.64,Company
"Pacific DataVision, Inc.",PDVW,Form 4,Public Utilities,589589076.8,Company
Charter Financial Corp,CHFN,Form 4,unknown,,Company
NACCO INDUSTRIES INC,NC,Form 4,Consumer Durables,270794530.68,Company
Entegra Financial Corp.,ENFC,Form 4,Finance,166924173.39,Company
SANMINA-SCI CORP,SANM,Form 4,Technology,2121317693.0,Company
DUCOMMUN INC /DE/,DCO,Form 4,Capital Goods,510054586.56,Company
DATA I/O CORP,DAIO,Form 4,Capital Goods,49948381.72,Company
AXT INC,AXTI,Form 4,Technology,179501707.34,Company
KNIGHT TRANSPORTATION INC,KNGT,Form 4,unknown,,Company
PENN NATIONAL GAMING INC,PENN,Form 4,Consumer Services,2642920800.0,Company
"Intrepid Potash, Inc.",IPI,Form 4,Basic Industries,516561186.0,Company
STAKE TECHNOLOGY LTD,STKL,Form 4,Consumer Services,307689050.24,Company
LCNB CORP,LCNB,Form 4,Finance,226245469.0,Company
"xG TECHNOLOGY, INC.",XGTI,Form 4,unknown,,Company
BIG 5 SPORTING GOODS CORP,BGFV,Form 4,Consumer Services,79583028.21,Company
MICROSOFT CORP,MSFT,Form 4,Technology,878468439567.0,Company
FIRST COMMUNITY BANCSHARES INC /NV/,FCBC,Form 4,Finance,553761504.35,Company
CareView Communications Inc,CRVW,Form 4,unknown,,Company
ENERGEN CORP,EGN,Form 4,unknown,,Company
JONES LANG LASALLE INC,JLL,Form 4,Finance,7374283021.08,Company
DNP SELECT INCOME FUND INC,DNP,Form 4,unknown,,Company
"Habit Restaurants, Inc.",HABT,Form 4,Consumer Services,290528860.0,Company
Howard Bancorp Inc,HBMD,Form 4,Finance,263504562.48,Company
DEVON ENERGY CORP/DE,DVN,Form 4,Energy,12855339000.0,Company
"Health Insurance Innovations, Inc.",HIIQ,Form 4,Finance,474294838.32,Company
AMERICAN NATIONAL BANKSHARES INC,AMNB,Form 4,Finance,302451893.26,Company
EMPIRE RESOURCES INC /NEW/,ERS,Form 4,unknown,,Company
EVANS BANCORP INC,EVBN,Form 4,Finance,173502329.0,Company
GREAT SOUTHERN BANCORP INC,GSBC,Form 4,Finance,778198935.44,Company
8point3 Energy Partners LP,CAFD,Form 4,unknown,,Company
Aralez Pharmaceuticals Inc.,ARLZ,Form 4,unknown,,Company
QUALSTAR CORP,QBAK,Form 4,Technology,11290475.0016,Company
"MOBILEIRON, INC.",MOBL,Form 4,Technology,520082728.16,Company
CUBIC CORP /DE/,CUB,Form 4,Capital Goods,1715443276.24,Company
INTUIT INC,INTU,Form 4,Technology,65713864928.1,Company
ELECTRONICS FOR IMAGING INC,EFII,Form 4,Technology,1168822263.44,Company
POST PROPERTIES INC,PPS,Form 4,unknown,,Company
FASTENAL CO,FAST,Form 4,Consumer Services,17936399862.16,Company
GLOBAL GOLD CORP,GBGD,Form 4,unknown,,Company
"Papa Murphy's Holdings, Inc.",FRSH,Form 4,Consumer Services,97910626.25,Company
"Westbury Bancorp, Inc.",WBB,Form 4,unknown,,Company
"EVERTEC, Inc.",EVTC,Form 4,Technology,2077992764.1,Company
"Willdan Group, Inc.",WLDN,Form 4,Consumer Services,410457724.92,Company
LendingClub Corp,LC,Form 4,Miscellaneous,1302206781.45,Company
ATLAS MINING CO,ALMI,Form 4,unknown,,Company
DELUXE CORP,DLX,Form 4,Consumer Durables,1869388097.6,Company
ZAPATA CORP,ZAP,Form 4,unknown,,Company
TYSON FOODS INC,TSN,Form 4,unknown,,Company
"Amber Road, Inc.",AMBR,Form 4,Technology,254151249.55,Company
IntelGenx Technologies Corp.,IGXT,Form 4,unknown,,Company
LyondellBasell Industries N.V.,LYB,Form 4,Basic Industries,32988433982.24,Company
WESTELL TECHNOLOGIES INC,WSTL,Form 4,Public Utilities,33236131.68,Company
EXCHANGE NATIONAL BANCSHARES INC,EXJF,Form 4,unknown,,Company
"Investors Bancorp, Inc.",ISBC,Form 4,Finance,3451776121.2,Company
CUMMINS INC,CUM,Form 4,unknown,,Company
AdvanSix Inc.,ASIX,Form 4,Basic Industries,905335443.35,Company
DAG MEDIA INC,DAGM,Form 4,unknown,,Company
"SBT Bancorp, Inc.",SBTB,Form 4,unknown,,Company
CIFC LLC,CIFC,Form 4,unknown,,Company
CHEROKEE INC,CHKE,Form 4,unknown,,Company
ASTEC INDUSTRIES INC,ASTE,Form 4,Capital Goods,884772216.92,Company
STRATUS PROPERTIES INC,STRS,Form 4,Consumer Services,188270372.2,Company
VARONIS SYSTEMS INC,VRNS,Form 4,Technology,1786964348.05,Company
IPASS INC,IPAS,Form 4,unknown,,Company
FLEXTRONICS INTERNATIONAL LTD,FLEX,Form 4,Technology,5287173744.06,Company
"Walgreens Boots Alliance, Inc.",WBA,Form 4,Health Care,58399229158.4,Company
DENTSPLY INTERNATIONAL INC /DE/,(XRAY),Form 4,unknown,,Company
BENCHMARK ELECTRONICS INC,BHE,Form 4,Technology,1076543473.2,Company
HILLENBRAND INDUSTRIES INC,HB,Form 4,unknown,,Company
TENET HEALTHCARE CORP,THC,Form 4,Health Care,3055379949.12,Company
AMARILLO BIOSCIENCES INC,AMAR,Form 4,unknown,,Company
"Tracon Pharmaceuticals, Inc.",TCON,Form 4,Health Care,40662229.28,Company
NUTRACEA,NTRZ,Form 4,unknown,,Company
HEALTH CARE PROPERTY INVESTORS INC,HCP,Form 4,Consumer Services,14920811939.88,Company
"Education Realty Trust, Inc.",EDR,Form 4,unknown,,Company
LINEAR TECHNOLOGY CORP /CA/,LLTC,Form 4,unknown,,Company
COMMVAULT SYSTEMS INC,CVLT,Form 4,Technology,2988786722.24,Company
HESKA CORP,HSKA,Form 4,Health Care,619445821.05,Company
MSB FINANCIAL CORP,MSBF,Form 4,Finance,98996921.98,Company
BIMINI MORTGAGE MANAGEMENT INC,BMM,Form 4,unknown,,Company
CHEESECAKE FACTORY INCORPORATED,CAKE,Form 4,Consumer Services,2088808151.97,Company
"American Water Works Company, Inc.",AWK,Form 4,Public Utilities,18998810871.67,Company
CARTERS INC,CRI,Form 4,unknown,,Company
GENERAL MILLS INC,GIS,Form 4,unknown,,Company
COMPUTER PROGRAMS & SYSTEMS INC,CPSI,Form 4,Technology,426946326.59,Company
BAR HARBOR BANKSHARES,BHB,Form 4,Finance,395836500.0,Company
LITTELFUSE INC /DE,LFUS,Form 4,Consumer Durables,4708533324.3,Company
KIDS BOOK WRITER INC.,KBKW,Form 4,unknown,,Company
NOVASTAR RESOURCES LTD.,NVAS,Form 4,unknown,,Company
"Morningstar, Inc.",MORN,Form 4,Finance,5101557104.16,Company
"Sucampo Pharmaceuticals, Inc.",SCMP,Form 4,unknown,,Company
"Installed Building Products, Inc.",IBP,Form 4,Basic Industries,1321372537.87,Company
COTY INC.,COTY,Form 4,unknown,,Company
PETROLEUM DEVELOPMENT CORP,PETD,Form 4,unknown,,Company
LIVEPERSON INC,LPSN,Form 4,Technology,1827948108.75,Company
CONCIERGE TECHNOLOGIES INC,CNCG,Form 4,unknown,,Company
REPLIGEN CORP,RGEN,Form 4,Health Care,2622552048.48,Company
BROOKLINE BANCORP INC,BRKL,Form 4,Finance,1202878985.88,Company
ENZON PHARMACEUTICALS  INC,ENZN,Form 4,unknown,,Company
"Manitowoc Foodservice, Inc.",MFS,Form 4,unknown,,Company
SOVRAN SELF STORAGE INC,SSS,Form 4,unknown,,Company
"Oncobiologics, Inc.",ONS,Form 4,unknown,,Company
WIRELESS FACILITIES INC,WFII,Form 4,unknown,,Company
PHH CORP,PHH,Form 4,unknown,,Company
IMMERSION CORP,IMMR,Form 4,Technology,258561296.6,Company
BEAZER HOMES USA INC,BZH,Form 4,Capital Goods,385965213.87,Company
TRC COMPANIES INC /DE/,TRR,Form 4,unknown,,Company
CASUAL MALE RETAIL GROUP INC,CMRG,Form 4,unknown,,Company
CAPITAL ONE FINANCIAL CORP,COF,Form 4,Finance,39180327557.02,Company
"Calumet Specialty Products Partners, L.P.",CLMT,Form 4,Energy,309878004.0,Company
Community Bankers Acquisition Corp.,* BTC.U,Form 4,unknown,,Company
FTI CONSULTING INC,FCN,Form 4,Consumer Services,2794720877.96,Company
Multi Packaging Solutions International Ltd,MPSX,Form 4,unknown,,Company
ELECTRO OPTICAL SCIENCES INC /NY,MELA,Form 4,unknown,,Company
MONRO MUFFLER BRAKE INC,MNRO,Form 4,Consumer Services,2567504978.08,Company
STANDARD MOTOR PRODUCTS INC,SMP,Form 4,Capital Goods,1085616439.53,Company
"Corindus Vascular Robotics, Inc.",CVRS,Form 4,Health Care,315425298.24,Company
COMERICA INC /NEW/,CMA,Form 4,Finance,13108002374.16,Company
Palo Alto Networks Inc,PANW,Form 4,Technology,22753674340.75,Company
AMEREN CORP,AEE,Form 4,Public Utilities,17843959834.26,Company
DICKS SPORTING GOODS INC,DKS,Form 4,Consumer Services,3520227063.86,Company
FATE THERAPEUTICS INC,FATE,Form 4,Health Care,1158291927.54,Company
OSHKOSH TRUCK CORP,OSK,Form 4,Capital Goods,5355768694.04,Company
CBRL GROUP INC,CBRL,Form 4,Consumer Services,3726653383.74,Company
"Patriot National, Inc.",PN,Form 4,unknown,,Company
AUTOBYTEL  INC,ABTL,Form 4,unknown,,Company
Vulcan Materials CO,VMC,Form 4,Basic Industries,14484257467.16,Company
Francesca's Holdings CORP,FRAN,Form 4,Consumer Services,27419629.732,Company
PERRIGO Co plc,PRGO,Form 4,Health Care,6490656506.13,Company
"CASTLIGHT HEALTH, INC.",CSLT,Form 4,Technology,568355832.0,Company
NORTHWESTERN CORP,NTHWQ,Form 4,unknown,,Company
EXCO RESOURCES INC,EXCO,Form 4,unknown,,Company
FAUQUIER BANKSHARES INC,FBSS,Form 4,Finance,81326165.8,Company
DTF TAX-FREE INCOME INC,DTF,Form 4,unknown,,Company
Neutral Tandem Inc,TNDM,Form 4,Health Care,4122192277.56,Company
DSW Inc.,DSW,Form 4,Consumer Services,2103545433.22,Company
ARROW ELECTRONICS INC,ARW,Form 4,unknown,,Company
Physicians Realty Trust,DOC,Form 4,Consumer Services,3334596981.84,Company
TOMPKINS TRUSTCO INC,TMP,Form 4,Finance,1217791141.51,Company
INVESCO HIGH INCOME 2023 TARGET TERM FUND,IHIT,Form 4,unknown,,Company
APPFOLIO INC,APPF,Form 4,Technology,2473051269.08,Company
NEW GERMANY FUND INC,GF,Form 4,unknown,,Company
CENTRAL EUROPE & RUSSIA FUND INC,CEE,Form 4,unknown,,Company
Eaton Corp plc,ETN,Form 4,Technology,34137924000.0,Company
BANK OF THE JAMES FINANCIAL GROUP INC,BOJF,Form 4,unknown,,Company
ON TRACK INNOVATIONS LTD,OTIV,Form 4,Technology,24817920.577,Company
"Image International Group, Inc.",IMGL,Form 4,unknown,,Company
CORCEPT THERAPEUTICS INC,CORT,Form 4,Health Care,1440924409.36,Company
S&W Seed Co,SANW,Form 4,unknown,,Company
OCI Partners LP,OCIP,Form 4,unknown,,Company
LIGAND PHARMACEUTICALS INC,LGND,Form 4,Health Care,2378005288.17,Company
CASELLA WASTE SYSTEMS INC,CWST,Form 4,Public Utilities,1588398051.52,Company
TAMANDARE EXPLORATIONS INC.,TAEI,Form 4,unknown,,Company
GeoPark Ltd,GPRK,Form 4,Energy,1160390000.0,Company
WEST BANCORPORATION INC,WTBA,Form 4,Finance,353612219.8,Company
"Tree.com, Inc.",TREE,Form 4,Finance,4244974233.5,Company
KITE REALTY GROUP TRUST,KRG,Form 4,Consumer Services,1313510813.27,Company
YAHOO INC,YHOO,Form 4,unknown,,Company
SCHOOL SPECIALTY INC,SCHS,Form 4,unknown,,Company
"Bacterin International Holdings, Inc.",BONE,Form 4,unknown,,Company
"Tallgrass Energy GP, LP",TEGP,Form 4,unknown,,Company
PLEXUS CORP,PLXS,Form 4,Technology,1889156312.19,Company
KONA GRILL INC,KONA,Form 4,Consumer Services,12863837.4021,Company
BEACON ROOFING SUPPLY INC,BECN,Form 4,Consumer Services,2303635231.26,Company
NATURAL ALTERNATIVES INTERNATIONAL INC,NAII,Form 4,Consumer Durables,86666964.48,Company
"EQT GP Holdings, LP",EQGP,Form 4,unknown,,Company
WEIGHT WATCHERS INTERNATIONAL INC,WTW,Form 4,Consumer Services,1356612071.72,Company
MANTECH INTERNATIONAL CORP,MANT,Form 4,Consumer Services,2124960736.47,Company
GLEN BURNIE BANCORP,GLBZ,Form 4,Finance,32419088.64,Company
PHASE III MEDICAL INC/DE,PHSM,Form 4,unknown,,Company
Liberty Media Corp,LCAPA,Form 4,unknown,,Company
HOME DEPOT INC,HD,Form 4,Consumer Services,204602657359.56,Company
CALIFORNIA AMPLIFIER INC,CAMP,Form 4,Technology,447766515.42,Company
"James River Group Holdings, Ltd.",JRVR,Form 4,Finance,1198191668.25,Company
Performance Food Group Co,PFGC,Form 4,unknown,,Company
GAP INC,GPS,Form 4,Consumer Services,9828000000.0,Company
BRIDGE BANCORP INC,BDGE,Form 4,Finance,627215895.46,Company
Highland Credit Strategies Fund,HCF,Form 4,unknown,,Company
"Desert Gateway, Inc.",RTRX,Form 4,Health Care,952495205.0,Company
BUFFALO WILD WINGS INC,BWLD,Form 4,unknown,,Company
ADESTO TECHNOLOGIES Corp,IOTS,Form 4,Technology,194265337.2,Company
"BIOHITECH GLOBAL, INC.",BHTG,Form 4,Consumer Services,42336454.16,Company
"Calamos Asset Management, Inc. /DE/",CLMS,Form 4,unknown,,Company
"Paramount Group, Inc.",PGRE,Form 4,Consumer Services,3374611514.27,Company
MINE SAFETY APPLIANCES CO,MSA,Form 4,Health Care,3945044208.15,Company
DOW CHEMICAL CO /DE/,DOW,Form 4,unknown,,Company
BARNES GROUP INC,B,Form 4,Capital Goods,2871763547.52,Company
"Wellesley Bancorp, Inc.",WEBK,Form 4,Finance,82082357.5,Company
"Carbylan Therapeutics, Inc.",CBYL,Form 4,unknown,,Company
"Advanced Cannabis Solutions, Inc.",CANN,Form 4,unknown,,Company
Veritiv Corp,VRTV,Form 4,Consumer Services,421387524.0,Company
MUNIENHANCED FUND INC,MEN,Form 4,unknown,,Company
Philip Morris International Inc.,PM,Form 4,unknown,,Company
"Ben Franklin Financial, Inc.",BFFI,Form 4,unknown,,Company
SILGAN HOLDINGS INC,SLGN,Form 4,Consumer Durables,3173746589.04,Company
REGAL ENTERTAINMENT GROUP,RGC,Form 4,unknown,,Company
IDEX CORP /DE/,IEX,Form 4,Capital Goods,11173376639.88,Company
GENESEE & WYOMING INC,GWR,Form 4,Transportation,4873333979.15,Company
SCHNITZER STEEL INDUSTRIES INC,SCHN,Form 4,Consumer Durables,642142915.92,Company
CABOT CORP,CBT,Form 4,Basic Industries,2629598371.44,Company
SIMULATIONS PLUS INC,SIMU.OB,Form 4,unknown,,Company
SOUTHWEST GAS CORP,SWX,Form 4,Public Utilities,4433802220.21,Company
MAINSOURCE FINANCIAL GROUP,MSFG,Form 4,unknown,,Company
ACACIA RESEARCH CORP,ACTG/CBMX,Form 4,unknown,,Company
